person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,Risk Score,Risk Category
24,96000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,35000,7.9,0,0.36,N,4,71.84,High Risk
25,96000,MORTGAGE,4.0,VENTURE,B,10925,12.69,0,0.11,N,4,8.08,Low Risk
22,71400,MORTGAGE,4.0,MEDICAL,C,21600,15.27,1,0.26,Y,2,66.91,High Risk
22,96000,MORTGAGE,0.0,EDUCATION,A,3000,7.9,0,0.03,N,3,4.05,Low Risk
22,96000,MORTGAGE,4.0,EDUCATION,B,5500,12.69,0,0.06,N,3,8.23,Low Risk
25,96000,MORTGAGE,9.0,PERSONAL,D,35000,18.25,0,0.36,Y,2,96.93,High Risk
22,96000,MORTGAGE,6.0,EDUCATION,C,6000,13.49,0,0.06,N,3,8.06,Low Risk
23,96000,MORTGAGE,4.0,PERSONAL,A,9000,6.62,0,0.09,N,4,6.47,Low Risk
25,96000,MORTGAGE,9.0,MEDICAL,A,14000,6.03,0,0.15,N,3,10.64,Low Risk
23,96000,MORTGAGE,5.0,PERSONAL,A,1500,6.62,0,0.02,N,3,3.29,Low Risk
26,96000,MORTGAGE,10.0,HOMEIMPROVEMENT,E,24000,19.42,0,0.25,N,4,95.66,High Risk
25,57840,RENT,5.0,MEDICAL,B,13600,9.99,0,0.24,N,2,48.92,Medium Risk
24,96000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,8.9,0,0.05,N,4,10.92,Low Risk
25,96000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,35000,7.49,0,0.36,N,3,58.13,Medium Risk
25,68000,RENT,2.0,DEBTCONSOLIDATION,B,13600,10.0,0,0.2,N,3,46.8,Medium Risk
22,70000,RENT,5.0,PERSONAL,A,13600,7.29,0,0.19,N,4,36.93,Medium Risk
24,96000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,4800,11.99,0,0.05,N,3,15.77,Low Risk
26,96000,MORTGAGE,3.0,PERSONAL,A,10000,5.42,0,0.1,N,3,4.8,Low Risk
22,70000,RENT,6.0,PERSONAL,B,13600,12.21,0,0.19,N,4,49.22,Medium Risk
25,73000,RENT,9.0,PERSONAL,B,13600,11.99,0,0.19,N,2,42.5,Medium Risk
23,78625,RENT,3.0,PERSONAL,B,13600,9.88,0,0.17,N,3,28.92,Low Risk
25,96000,MORTGAGE,10.0,VENTURE,A,20000,6.99,0,0.21,N,3,10.1,Low Risk
23,96000,MORTGAGE,2.0,MEDICAL,A,12000,7.49,0,0.13,N,4,11.96,Low Risk
24,96000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,11000,5.99,0,0.11,N,2,14.74,Low Risk
23,85000,RENT,5.0,PERSONAL,A,13600,6.03,0,0.16,N,3,20.76,Low Risk
24,96000,MORTGAGE,6.0,VENTURE,A,12000,5.42,0,0.13,N,4,3.77,Low Risk
25,33000,OWN,7.0,VENTURE,B,8000,10.38,0,0.24,N,2,8.77,Low Risk
23,96000,OWN,8.0,MEDICAL,C,8000,13.49,0,0.08,N,3,4.66,Low Risk
24,96000,MORTGAGE,8.0,VENTURE,A,4200,5.99,0,0.04,N,3,2.07,Low Risk
26,64900,RENT,4.0,MEDICAL,B,13625,10.99,0,0.21,N,3,47.77,Medium Risk
23,96000,MORTGAGE,7.0,EDUCATION,A,4000,5.42,0,0.04,N,2,2.75,Low Risk
23,96000,MORTGAGE,1.0,EDUCATION,A,10000,7.49,0,0.1,N,3,6.75,Low Risk
22,96000,MORTGAGE,6.0,EDUCATION,A,9000,7.49,0,0.09,N,4,7.02,Low Risk
25,33000,RENT,0.0,DEBTCONSOLIDATION,E,13650,16.35,1,0.41,N,4,97.77,High Risk
21,33000,OWN,2.0,EDUCATION,C,11000,13.11,0,0.33,Y,3,28.11,Low Risk
24,96000,MORTGAGE,2.0,VENTURE,B,4200,10.99,0,0.04,N,4,3.23,Low Risk
24,33000,OWN,9.0,VENTURE,C,8000,14.26,0,0.24,Y,3,18.52,Low Risk
21,33000,OWN,4.0,EDUCATION,D,5000,14.61,0,0.15,Y,3,66.37,High Risk
25,84000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,5000,16.02,1,0.06,N,3,70.61,High Risk
26,96000,MORTGAGE,6.0,MEDICAL,B,20000,11.11,0,0.21,N,4,25.06,Low Risk
23,96000,MORTGAGE,2.0,PERSONAL,A,7000,5.79,0,0.07,N,3,4.37,Low Risk
26,96000,MORTGAGE,4.0,VENTURE,B,11625,10.0,0,0.12,N,3,4.78,Low Risk
26,96000,MORTGAGE,10.0,VENTURE,A,8000,7.29,0,0.08,N,4,3.73,Low Risk
22,96000,MORTGAGE,6.0,VENTURE,C,25000,13.8,0,0.26,N,4,26.8,Low Risk
23,96000,MORTGAGE,0.0,VENTURE,B,20000,11.11,0,0.21,N,2,12.46,Low Risk
23,33000,OWN,5.0,VENTURE,B,3600,11.58,0,0.11,N,4,7.89,Low Risk
25,45000,RENT,3.0,MEDICAL,E,13650,18.79,1,0.3,N,2,97.24,High Risk
25,96000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,18250,11.11,0,0.19,N,4,28.43,Low Risk
25,71400,MORTGAGE,9.0,MEDICAL,D,25000,14.09,1,0.3,N,2,92.05,High Risk
22,96000,MORTGAGE,2.0,EDUCATION,A,12000,10.99,0,0.13,N,3,16.08,Low Risk
26,96000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,16000,5.79,0,0.17,N,2,18.12,Low Risk
21,30000,RENT,0.0,DEBTCONSOLIDATION,D,13750,15.05,1,0.46,Y,4,98.7,High Risk
25,35000,RENT,0.0,DEBTCONSOLIDATION,A,13750,7.51,1,0.39,N,4,73.97,High Risk
25,84000,MORTGAGE,9.0,PERSONAL,D,3500,14.84,1,0.04,N,2,49.09,Medium Risk
22,96000,MORTGAGE,3.0,EDUCATION,A,20000,7.88,0,0.21,N,3,17.58,Low Risk
26,32956,OWN,10.0,MEDICAL,A,10000,8.49,0,0.3,N,3,24.56,Low Risk
22,53591,RENT,6.0,EDUCATION,D,13750,14.96,0,0.26,N,2,92.81,High Risk
23,96000,MORTGAGE,1.0,VENTURE,B,5000,10.38,0,0.05,N,4,3.15,Low Risk
21,32868,OWN,2.0,VENTURE,C,2500,13.61,0,0.08,Y,3,10.1,Low Risk
23,32800,OWN,3.0,VENTURE,A,8000,7.29,0,0.24,N,3,8.38,Low Risk
22,96000,MORTGAGE,4.0,VENTURE,A,8000,7.88,0,0.08,N,4,4.5,Low Risk
24,96000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.51,0,0.16,N,4,18.95,Low Risk
22,32760,OWN,2.0,VENTURE,C,7000,11.78,0,0.21,Y,4,11.04,Low Risk
23,96000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.51,0,0.05,N,2,8.44,Low Risk
24,32700,OWN,8.0,EDUCATION,A,4200,7.29,0,0.13,N,2,8.58,Low Risk
24,96000,MORTGAGE,8.0,MEDICAL,B,2000,10.38,0,0.02,N,3,5.46,Low Risk
24,79000,RENT,2.0,HOMEIMPROVEMENT,A,13800,8.49,0,0.17,N,2,54.42,Medium Risk
25,80600,RENT,9.0,PERSONAL,B,13800,11.99,0,0.17,N,3,37.79,Medium Risk
25,96000,MORTGAGE,6.0,EDUCATION,B,20000,10.99,0,0.21,N,2,17.71,Low Risk
25,96000,OWN,0.0,EDUCATION,B,4000,9.88,0,0.04,N,3,1.14,Low Risk
24,105000,RENT,2.0,VENTURE,A,13800,7.66,0,0.13,N,2,9.06,Low Risk
22,96000,MORTGAGE,3.0,VENTURE,B,5000,10.99,0,0.05,N,4,3.79,Low Risk
26,96000,MORTGAGE,3.0,EDUCATION,C,12000,13.11,0,0.13,N,4,10.8,Low Risk
23,96000,MORTGAGE,4.0,EDUCATION,B,20000,10.99,0,0.21,N,3,18.91,Low Risk
23,32500,OWN,2.0,VENTURE,C,5000,13.99,0,0.15,Y,3,12.96,Low Risk
25,32500,OWN,9.0,MEDICAL,B,3600,10.99,0,0.11,N,4,14.66,Low Risk
26,96000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,10000,10.99,0,0.1,N,4,19.01,Low Risk
22,71400,MORTGAGE,2.0,MEDICAL,D,15000,14.96,1,0.18,Y,3,87.58,High Risk
26,71400,OWN,9.0,MEDICAL,E,16500,16.45,1,0.2,N,3,66.11,High Risk
26,117500,RENT,0.0,VENTURE,A,13800,7.49,0,0.12,N,3,5.75,Low Risk
24,32500,OWN,2.0,EDUCATION,D,5600,14.42,0,0.17,N,3,59.06,Medium Risk
26,96000,MORTGAGE,4.0,HOMEIMPROVEMENT,E,20000,16.7,0,0.21,N,4,88.86,High Risk
25,96000,MORTGAGE,0.0,VENTURE,B,5000,11.83,0,0.05,N,4,3.87,Low Risk
25,76400,RENT,3.0,VENTURE,B,13900,10.62,0,0.18,N,4,21.7,Low Risk
21,96000,OWN,1.0,EDUCATION,B,7000,12.53,0,0.07,N,4,3.13,Low Risk
24,96000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,6000,13.92,0,0.06,Y,4,25.03,Low Risk
26,42000,RENT,3.0,VENTURE,A,14000,6.92,1,0.33,N,2,38.69,Medium Risk
23,96000,OTHER,3.0,EDUCATION,E,12000,10.99,0,0.13,Y,2,35.46,Medium Risk
26,42000,RENT,4.0,DEBTCONSOLIDATION,B,14000,9.45,1,0.33,N,2,65.29,High Risk
22,96000,MORTGAGE,3.0,EDUCATION,C,11400,13.04,0,0.12,Y,2,13.25,Low Risk
25,84000,MORTGAGE,0.0,EDUCATION,F,2125,15.01,1,0.03,Y,4,27.92,Low Risk
24,42996,RENT,2.0,MEDICAL,A,14000,7.51,1,0.33,N,2,62.79,High Risk
23,96060,MORTGAGE,7.0,MEDICAL,A,10000,5.42,0,0.1,N,2,6.81,Low Risk
24,96216,MORTGAGE,5.0,VENTURE,A,14400,7.88,0,0.15,N,4,7.4,Low Risk
23,96260,MORTGAGE,4.0,EDUCATION,D,25200,15.65,0,0.26,N,2,83.63,High Risk
26,96300,MORTGAGE,10.0,PERSONAL,A,15000,6.17,0,0.16,N,3,9.32,Low Risk
22,96384,MORTGAGE,6.0,VENTURE,B,18000,10.25,0,0.19,N,3,10.18,Low Risk
25,96500,MORTGAGE,0.0,PERSONAL,A,10000,6.17,0,0.1,N,2,5.33,Low Risk
26,96500,MORTGAGE,4.0,VENTURE,A,18000,7.51,0,0.19,N,4,8.58,Low Risk
24,96500,MORTGAGE,1.0,EDUCATION,E,14000,17.19,0,0.15,N,4,64.05,High Risk
26,96640,OTHER,8.0,EDUCATION,B,25000,11.58,0,0.26,N,2,28.63,Low Risk
25,96720,MORTGAGE,9.0,EDUCATION,A,18000,7.9,0,0.19,N,4,14.78,Low Risk
25,39000,RENT,4.0,PERSONAL,D,14000,16.49,1,0.36,N,3,96.96,High Risk
24,96900,MORTGAGE,8.0,DEBTCONSOLIDATION,A,9300,6.17,0,0.1,N,2,9.02,Low Risk
23,97000,MORTGAGE,5.0,EDUCATION,B,12000,9.91,0,0.12,N,2,7.74,Low Risk
25,97000,MORTGAGE,9.0,PERSONAL,C,8000,10.99,0,0.08,N,4,6.38,Low Risk
24,97000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,6400,15.96,0,0.07,Y,2,23.35,Low Risk
26,97000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.04,N,4,5.88,Low Risk
23,72250,MORTGAGE,7.0,MEDICAL,D,35000,15.99,1,0.41,N,2,97.82,High Risk
22,97000,MORTGAGE,4.0,PERSONAL,A,5000,6.99,0,0.05,N,4,4.94,Low Risk
22,46000,RENT,6.0,EDUCATION,A,14000,8.49,0,0.3,N,4,60.13,High Risk
23,97000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,16000,6.62,0,0.16,N,2,16.52,Low Risk
24,40000,RENT,4.0,MEDICAL,D,14000,15.58,1,0.35,Y,3,97.64,High Risk
24,97000,MORTGAGE,6.0,PERSONAL,B,8000,11.11,0,0.08,N,4,8.28,Low Risk
23,46800,RENT,4.0,EDUCATION,B,14000,10.37,0,0.3,N,3,53.72,Medium Risk
23,97000,OWN,7.0,MEDICAL,B,15000,9.63,0,0.15,N,4,5.08,Low Risk
24,97000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,22000,12.68,0,0.23,N,3,34.97,Medium Risk
23,97000,MORTGAGE,0.0,PERSONAL,E,15000,16.4,0,0.15,Y,3,70.05,High Risk
24,46800,RENT,4.0,DEBTCONSOLIDATION,A,14000,7.88,0,0.3,N,4,69.18,High Risk
22,97000,MORTGAGE,6.0,EDUCATION,A,12975,6.91,0,0.13,N,4,8.58,Low Risk
26,97000,MORTGAGE,4.0,MEDICAL,C,6000,13.61,0,0.06,N,3,9.74,Low Risk
23,97000,MORTGAGE,1.0,PERSONAL,A,5000,7.51,0,0.05,N,3,4.94,Low Risk
24,97000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,6800,13.61,0,0.07,Y,4,24.43,Low Risk
23,42000,RENT,2.0,PERSONAL,D,14000,16.89,1,0.33,N,3,97.01,High Risk
25,97000,MORTGAGE,9.0,HOMEIMPROVEMENT,D,25000,14.59,0,0.26,N,2,91.89,High Risk
23,97000,MORTGAGE,7.0,EDUCATION,A,4800,10.99,0,0.05,N,2,8.64,Low Risk
22,97000,MORTGAGE,6.0,MEDICAL,C,10000,13.57,0,0.1,Y,3,18.7,Low Risk
24,49150,RENT,4.0,EDUCATION,B,14000,11.71,0,0.28,N,3,57.53,Medium Risk
23,97000,MORTGAGE,8.0,PERSONAL,E,4000,16.32,0,0.04,Y,3,48.0,Medium Risk
26,44000,RENT,10.0,DEBTCONSOLIDATION,D,14000,14.83,1,0.32,N,2,96.89,High Risk
23,97000,MORTGAGE,7.0,VENTURE,C,1800,10.99,0,0.02,Y,2,2.54,Low Risk
22,97000,MORTGAGE,0.0,EDUCATION,C,7500,11.34,0,0.08,Y,4,6.89,Low Risk
24,97000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,12000,10.28,0,0.12,N,2,15.83,Low Risk
26,85200,MORTGAGE,5.0,HOMEIMPROVEMENT,E,14000,10.99,1,0.16,Y,2,69.61,High Risk
26,97333,OWN,3.0,HOMEIMPROVEMENT,A,10000,5.99,0,0.1,N,2,3.99,Low Risk
24,50000,RENT,2.0,HOMEIMPROVEMENT,B,14000,9.88,0,0.28,N,2,71.22,High Risk
24,50004,RENT,0.0,EDUCATION,B,14000,12.21,0,0.28,N,3,58.15,Medium Risk
25,85584,MORTGAGE,10.0,DEBTCONSOLIDATION,E,24000,17.19,1,0.28,Y,2,93.95,High Risk
23,97600,MORTGAGE,7.0,MEDICAL,A,14500,7.51,0,0.15,N,2,14.11,Low Risk
25,97700,MORTGAGE,6.0,PERSONAL,A,8000,7.49,0,0.08,N,2,6.04,Low Risk
24,97700,MORTGAGE,5.0,VENTURE,B,25000,11.12,0,0.26,N,3,18.61,Low Risk
26,97700,MORTGAGE,1.0,DEBTCONSOLIDATION,A,10400,9.32,0,0.11,N,3,15.23,Low Risk
23,97781,MORTGAGE,7.0,MEDICAL,A,5575,6.54,0,0.06,N,3,5.67,Low Risk
23,97781,MORTGAGE,7.0,VENTURE,A,15000,6.54,0,0.15,N,3,5.91,Low Risk
23,52000,RENT,7.0,EDUCATION,A,14000,6.91,0,0.27,N,3,45.58,Medium Risk
23,32000,OWN,7.0,EDUCATION,C,3500,15.27,0,0.11,N,3,18.31,Low Risk
22,85992,MORTGAGE,6.0,DEBTCONSOLIDATION,D,3500,14.74,1,0.04,Y,3,66.74,High Risk
24,98000,OWN,8.0,HOMEIMPROVEMENT,A,12000,6.03,0,0.12,N,3,5.55,Low Risk
23,52800,RENT,4.0,VENTURE,C,14000,14.27,0,0.27,N,3,51.62,Medium Risk
24,98000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,10000,11.71,0,0.1,N,3,22.1,Low Risk
24,98000,MORTGAGE,8.0,VENTURE,A,10000,6.62,0,0.1,N,3,3.74,Low Risk
21,53000,RENT,2.0,EDUCATION,C,14000,14.65,0,0.26,N,3,64.89,High Risk
25,98000,MORTGAGE,9.0,EDUCATION,A,2000,5.42,0,0.02,N,4,2.19,Low Risk
24,98000,OWN,8.0,VENTURE,A,12000,7.49,0,0.12,N,2,1.69,Low Risk
22,32000,OWN,2.0,MEDICAL,A,3000,6.99,0,0.09,N,4,11.0,Low Risk
26,98000,MORTGAGE,5.0,MEDICAL,A,12000,8.49,0,0.12,N,3,12.34,Low Risk
23,98000,OWN,6.0,EDUCATION,D,10000,18.07,0,0.1,Y,3,44.74,Medium Risk
21,98000,MORTGAGE,5.0,PERSONAL,B,6000,10.59,0,0.06,N,4,6.74,Low Risk
24,98000,MORTGAGE,8.0,PERSONAL,B,6500,11.11,0,0.07,N,3,7.09,Low Risk
25,54000,RENT,2.0,PERSONAL,B,14000,10.99,0,0.26,N,4,52.9,Medium Risk
25,86000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,5000,10.36,1,0.06,N,2,16.07,Low Risk
22,54000,RENT,0.0,MEDICAL,A,14000,7.14,0,0.26,N,2,52.75,Medium Risk
22,98000,MORTGAGE,5.0,EDUCATION,D,25000,14.46,0,0.26,N,3,80.16,High Risk
24,98000,MORTGAGE,4.0,MEDICAL,A,5000,5.79,0,0.05,N,2,4.15,Low Risk
23,98000,MORTGAGE,7.0,VENTURE,A,10000,10.99,0,0.1,N,4,9.27,Low Risk
22,48000,RENT,1.0,PERSONAL,C,14000,13.92,1,0.29,N,3,67.76,High Risk
25,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,24000,10.99,1,0.28,Y,2,84.71,High Risk
22,86000,MORTGAGE,7.0,EDUCATION,C,18000,13.48,1,0.21,N,2,26.54,Low Risk
26,98000,MORTGAGE,7.0,VENTURE,A,14000,7.88,0,0.14,N,3,6.28,Low Risk
24,86000,MORTGAGE,0.0,PERSONAL,B,20000,10.99,1,0.23,N,4,26.05,Low Risk
20,98000,MORTGAGE,4.0,EDUCATION,D,24250,10.99,0,0.25,N,4,66.72,High Risk
25,55000,RENT,9.0,HOMEIMPROVEMENT,A,14000,6.62,0,0.25,N,2,65.52,High Risk
26,55000,RENT,2.0,EDUCATION,B,14000,9.99,0,0.25,N,4,41.91,Medium Risk
23,98000,MORTGAGE,3.0,VENTURE,A,10000,8.94,0,0.1,N,3,5.78,Low Risk
24,98000,MORTGAGE,8.0,MEDICAL,B,25000,11.83,0,0.26,N,3,38.47,Medium Risk
23,86000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,4800,16.0,1,0.06,Y,3,74.27,High Risk
23,98000,MORTGAGE,4.0,EDUCATION,A,14500,8.94,0,0.15,N,3,12.76,Low Risk
23,32000,OWN,4.0,PERSONAL,C,7500,12.98,0,0.23,N,3,19.48,Low Risk
25,98000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,1000,11.14,0,0.01,N,4,9.56,Low Risk
23,98000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,20000,13.57,0,0.2,N,4,37.21,Medium Risk
25,98000,MORTGAGE,2.0,PERSONAL,A,6400,9.63,0,0.07,N,4,7.99,Low Risk
25,98000,OWN,0.0,PERSONAL,A,2000,7.37,0,0.02,N,2,1.03,Low Risk
22,98004,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,7.66,0,0.16,N,3,20.78,Low Risk
25,86004,MORTGAGE,3.0,PERSONAL,A,15000,6.91,1,0.17,N,4,13.83,Low Risk
23,55000,RENT,3.0,VENTURE,C,14000,11.66,0,0.25,N,3,36.03,Medium Risk
21,55260,RENT,0.0,EDUCATION,A,14000,6.54,0,0.25,N,2,39.76,Medium Risk
23,73185,MORTGAGE,7.0,MEDICAL,B,7000,9.63,1,0.08,N,2,13.48,Low Risk
21,98132,MORTGAGE,5.0,MEDICAL,B,15000,11.36,0,0.15,N,4,19.76,Low Risk
21,98280,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10000,6.62,0,0.1,N,2,10.3,Low Risk
23,98280,MORTGAGE,7.0,EDUCATION,A,9400,6.62,0,0.1,N,3,5.49,Low Risk
23,98400,MORTGAGE,7.0,EDUCATION,A,9000,6.62,0,0.09,N,4,5.41,Low Risk
26,98400,MORTGAGE,4.0,VENTURE,A,8450,6.99,0,0.09,N,2,2.99,Low Risk
22,55992,RENT,6.0,VENTURE,B,14000,12.21,0,0.25,N,3,46.19,Medium Risk
24,98400,MORTGAGE,0.0,EDUCATION,C,8000,12.68,0,0.08,N,2,6.44,Low Risk
23,98400,MORTGAGE,0.0,EDUCATION,B,10000,11.14,0,0.1,N,4,7.91,Low Risk
22,56000,RENT,5.0,EDUCATION,C,14000,14.35,0,0.25,Y,4,66.84,High Risk
23,32000,OWN,2.0,VENTURE,A,6500,8.59,0,0.2,N,2,9.12,Low Risk
24,98518,MORTGAGE,8.0,VENTURE,A,10000,8.59,0,0.1,N,3,5.46,Low Risk
25,56004,RENT,0.0,DEBTCONSOLIDATION,A,14000,6.92,0,0.25,N,2,53.5,Medium Risk
26,98700,MORTGAGE,6.0,HOMEIMPROVEMENT,C,9600,13.06,0,0.1,N,3,20.51,Low Risk
24,32000,OWN,3.0,HOMEIMPROVEMENT,B,15000,10.99,0,0.47,N,3,52.73,Medium Risk
24,56004,RENT,2.0,MEDICAL,C,14000,12.61,0,0.25,N,2,58.4,Medium Risk
23,98800,MORTGAGE,7.0,VENTURE,B,1000,11.49,0,0.01,N,3,2.66,Low Risk
22,99000,MORTGAGE,6.0,VENTURE,A,18000,8.9,0,0.18,N,3,11.81,Low Risk
24,99000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,6.03,0,0.12,N,2,10.35,Low Risk
26,57600,RENT,10.0,VENTURE,B,14000,10.37,0,0.24,N,2,32.69,Medium Risk
26,99000,MORTGAGE,10.0,VENTURE,B,5000,11.49,0,0.05,N,2,3.42,Low Risk
25,58000,RENT,5.0,MEDICAL,C,14000,12.61,0,0.24,Y,3,62.68,High Risk
26,60000,RENT,2.0,MEDICAL,B,14000,12.69,0,0.23,N,4,61.38,High Risk
22,60000,RENT,6.0,PERSONAL,A,14000,6.03,0,0.23,N,2,38.23,Medium Risk
25,99000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,15000,6.17,0,0.15,N,4,14.0,Low Risk
23,60000,RENT,4.0,EDUCATION,D,14000,14.84,0,0.23,Y,3,92.54,High Risk
23,99000,MORTGAGE,8.0,EDUCATION,A,1800,7.88,0,0.02,N,2,3.45,Low Risk
26,99000,MORTGAGE,9.0,MEDICAL,C,20000,14.22,0,0.2,N,4,31.78,Medium Risk
24,99000,MORTGAGE,8.0,EDUCATION,B,12250,9.88,0,0.12,N,2,7.44,Low Risk
22,60000,RENT,7.0,VENTURE,A,14000,7.88,0,0.23,N,2,33.76,Medium Risk
26,99085,MORTGAGE,10.0,VENTURE,D,8000,14.91,0,0.08,Y,4,40.08,Medium Risk
23,99200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,23000,6.91,0,0.23,N,4,29.41,Low Risk
24,87220,MORTGAGE,7.0,VENTURE,C,8000,10.99,1,0.09,Y,3,5.83,Low Risk
22,60000,RENT,3.0,DEBTCONSOLIDATION,C,14000,13.48,0,0.23,Y,3,72.67,High Risk
25,99473,MORTGAGE,9.0,PERSONAL,B,8500,11.58,0,0.09,N,2,8.4,Low Risk
23,99500,MORTGAGE,7.0,EDUCATION,D,25000,15.7,0,0.25,N,2,82.63,High Risk
25,54000,RENT,6.0,DEBTCONSOLIDATION,D,14000,14.59,1,0.26,Y,4,96.45,High Risk
25,99600,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12800,12.42,0,0.13,N,4,27.7,Low Risk
22,99600,MORTGAGE,6.0,PERSONAL,A,7125,7.51,0,0.07,N,4,6.27,Low Risk
22,99600,MORTGAGE,6.0,MEDICAL,B,5000,9.67,0,0.05,N,3,5.84,Low Risk
23,99670,MORTGAGE,2.0,PERSONAL,D,5500,14.74,0,0.06,N,4,42.64,Medium Risk
22,60000,RENT,0.0,EDUCATION,C,14000,12.73,0,0.23,N,2,47.14,Medium Risk
24,99750,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000,9.62,0,0.12,N,3,17.91,Low Risk
25,99800,MORTGAGE,1.0,MEDICAL,A,12000,8.94,0,0.12,N,2,12.28,Low Risk
26,99900,MORTGAGE,10.0,PERSONAL,A,2700,10.99,0,0.03,N,3,7.41,Low Risk
25,60000,RENT,5.0,HOMEIMPROVEMENT,B,14000,10.99,0,0.23,N,2,68.98,High Risk
23,99996,MORTGAGE,7.0,EDUCATION,A,20000,7.49,0,0.2,N,3,14.95,Low Risk
25,99996,MORTGAGE,6.0,MEDICAL,B,8000,10.99,0,0.08,N,4,8.93,Low Risk
23,99996,MORTGAGE,2.0,PERSONAL,B,4800,11.49,0,0.05,N,2,5.81,Low Risk
22,61000,RENT,0.0,EDUCATION,A,14000,6.99,0,0.23,N,4,38.07,Medium Risk
25,99996,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000,10.38,0,0.12,N,4,19.48,Low Risk
23,62000,RENT,7.0,DEBTCONSOLIDATION,B,14000,10.99,0,0.23,N,4,61.98,High Risk
24,99996,MORTGAGE,5.0,MEDICAL,C,10000,13.61,0,0.1,Y,3,16.24,Low Risk
24,62004,RENT,6.0,VENTURE,A,14000,8.59,0,0.23,N,4,35.1,Medium Risk
25,99996,MORTGAGE,3.0,VENTURE,A,8000,8.0,0,0.08,N,2,3.42,Low Risk
24,62800,RENT,5.0,PERSONAL,B,14000,12.69,0,0.22,N,2,54.78,Medium Risk
23,100000,MORTGAGE,7.0,MEDICAL,B,25000,11.71,0,0.25,N,3,36.87,Medium Risk
24,100000,MORTGAGE,1.0,EDUCATION,B,6600,9.91,0,0.07,N,2,4.08,Low Risk
22,64000,RENT,2.0,DEBTCONSOLIDATION,A,14000,7.88,0,0.22,N,3,56.18,Medium Risk
23,65000,RENT,3.0,PERSONAL,B,14000,10.65,0,0.22,N,4,44.36,Medium Risk
23,100000,MORTGAGE,7.0,PERSONAL,D,35000,16.77,0,0.35,N,3,94.7,High Risk
23,65000,RENT,2.0,DEBTCONSOLIDATION,B,14000,9.99,0,0.22,N,2,51.38,Medium Risk
24,65000,RENT,0.0,EDUCATION,B,14000,10.99,0,0.22,N,4,40.33,Medium Risk
23,100000,MORTGAGE,4.0,EDUCATION,D,14000,17.58,0,0.14,Y,3,75.43,High Risk
23,100000,MORTGAGE,4.0,MEDICAL,C,15000,13.49,0,0.15,N,4,20.4,Low Risk
24,100000,OWN,4.0,MEDICAL,A,6000,8.9,0,0.06,N,2,2.64,Low Risk
22,65000,RENT,3.0,MEDICAL,A,14000,7.49,0,0.22,N,2,46.54,Medium Risk
26,66000,RENT,10.0,PERSONAL,A,14000,6.62,0,0.21,N,3,34.94,Medium Risk
25,100000,MORTGAGE,9.0,PERSONAL,A,6000,8.9,0,0.06,N,3,6.69,Low Risk
25,31200,OWN,9.0,PERSONAL,A,15000,6.03,0,0.48,N,4,23.26,Low Risk
23,66000,RENT,1.0,EDUCATION,C,14000,12.99,0,0.21,N,3,43.77,Medium Risk
25,100000,MORTGAGE,6.0,VENTURE,B,12000,9.91,0,0.12,N,4,4.72,Low Risk
26,100000,MORTGAGE,7.0,VENTURE,A,9200,6.03,0,0.09,N,3,2.67,Low Risk
22,100000,MORTGAGE,6.0,EDUCATION,B,9000,10.99,0,0.09,N,2,7.11,Low Risk
25,88000,MORTGAGE,9.0,PERSONAL,D,20000,17.58,1,0.23,N,3,88.03,High Risk
